Gene,WT_Log,WT_DS,WT_Q,Rpd3_Log,Rpd3_DS,Rpd3_Q
YET1,7.727,7.98,4.732,7.972,7.888,7.203
YET2,3.226,4.607,2.9,4.647,4.948,5.396
YET3,8.112,8.158,3.589,8.913,8.642,7.669
YFH1,6.273,6.559,2.41,6.793,7.716,4.914
YFH7,4.193,3.917,-2.089,4.123,4.402,2.388
YFL002W-A,6.824,5.144,2.181,6.371,5.007,3.758
YFL002W-B,3.308,2.058,,,,
YFL012W,1.03,-0.971,-3.632,-1.969,-1.186,0.03
YFL012W-A,3.431,2.848,-2.981,2.679,2.812,2.441
YFL013W-A,0.568,0.216,-3.641,0.029,0.502,0.233
YFL015C,-0.763,-0.911,-3.495,0.849,1.927,-1.607
YFL015W-A,-4.035,-3.786,,-1.32,-0.873,
YFL019C,1.565,2.69,-1.49,0.053,0.62,1.947
YFL021C-A,0.241,0.539,-2.835,-2.07,0.574,-0.924
YFL031C-A,9.837,8.717,3.776,9.413,8.976,8.082
YFL032W,6.904,5.845,-0.137,5.716,6.066,5.115
YFL034W,4.217,3.554,0.216,5.155,4.473,3.506
YFL040W,2.179,1.595,-1.89,1.248,0.96,1.957
YFL041W-A,3.065,3.174,1.349,3.547,3.606,3.043
YFL042C,3.812,4.663,1.324,4.429,4.783,4.253
YFL051C,3.501,3.374,-0.643,1.98,4.09,3.616
YFL052W,3.881,3.171,-0.496,1.988,4.06,3.716
YFL054C,3.176,4.519,1.248,3.829,4.899,5.09
YFL064C,4.345,3.404,-0.563,4.269,3.62,2.993
YFL065C,3.982,3.226,-1.594,3.783,2.965,2.34
YFL066C,5.205,4.985,2.181,6.073,5.17,4.654
YFL067W,4.492,3.747,2.125,4.823,3.763,3.983
YFL068W,4.956,4.785,1.962,5.869,5.08,4.707
YFR006W,7.012,5.354,2.355,7.282,6.094,5.351
YFR010W-A,-0.55,-1.006,,,-0.126,
YFR012W,1.654,0.161,-4.178,-2.51,-0.719,0.291
YFR016C,4.367,4.105,0.298,5.39,4.76,4.271
YFR018C,5.394,4.582,0.575,6.287,5.654,4.634
YFR020W,4.577,3.063,-0.366,4.202,3.576,2.747
YFR032C-B,0.989,-2.398,,1.393,0.314,
YFR034W-A,-3.836,-0.998,-4.768,,-0.089,-1.608
YFR035C,4.64,4.785,-1.818,6.041,6.196,3.714
YFR036W-A,-3.73,-4.081,,,-2.152,
YFR039C,5.302,4.673,0.549,5.922,5.121,4.19
YFR045W,4.356,4.876,-0.855,4.46,5.126,3.72
YFR052C-A,4.8,6.548,1.501,4.0,6.263,5.316
YFR054C,0.273,0.024,-3.091,-1.424,-0.786,-2.288
YFR056C,4.484,0.317,,3.597,1.796,
YGK3,4.141,2.266,-2.599,4.944,3.261,2.992
YGL006W-A,1.723,0.887,,1.824,1.04,
YGL007C-A,2.405,2.879,,,,
YGL010W,5.369,5.997,3.828,5.822,5.939,6.284
YGL014C-A,6.533,3.67,1.656,5.602,4.503,3.325
YGL015C,0.148,-2.194,-5.393,1.076,0.532,-1.199
YGL024W,3.929,3.813,-1.0,4.837,4.386,3.819
YGL034C,2.07,-2.06,-1.796,1.403,0.179,-0.747
YGL036W,5.309,4.158,2.221,5.99,5.394,4.535
YGL039W,6.142,2.995,-2.744,5.973,4.895,3.126
YGL041C,5.206,5.353,0.697,4.855,5.026,2.841
YGL041C-B,3.145,2.499,-0.47,1.566,2.075,1.994
YGL041W-A,5.014,4.991,-0.119,4.83,4.819,2.502
YGL042C,6.5,4.896,1.818,6.803,6.242,5.26
YGL052W,4.243,4.112,-0.252,3.712,4.74,3.603
YGL063C-A,3.951,1.924,-2.975,4.86,3.42,1.551
YGL069C,2.599,2.007,-5.704,2.047,3.622,0.202
YGL072C,5.118,4.86,0.531,5.544,5.62,4.995
YGL074C,3.232,3.203,-0.784,3.833,3.32,3.682
YGL081W,1.717,2.802,-1.1,4.899,4.761,4.404
YGL082W,5.784,4.733,0.384,6.059,4.81,4.037
YGL088W,0.553,0.525,-1.256,0.725,1.179,2.141
YGL101W,6.187,4.726,-2.961,6.026,5.431,3.235
YGL102C,12.87,7.926,4.574,12.689,10.096,8.179
YGL108C,4.869,4.867,-1.071,5.88,4.886,3.327
YGL109W,2.303,2.552,-2.692,2.89,2.705,1.068
YGL114W,5.74,5.767,0.276,6.133,6.975,4.483
YGL117W,5.439,7.906,2.893,5.308,8.711,6.415
YGL118C,-0.049,1.033,-4.01,,0.229,0.307
YGL123C-A,12.663,7.133,4.243,12.322,8.969,7.971
YGL132W,-0.557,0.427,-3.502,-1.43,1.107,0.091
YGL138C,-1.113,-3.836,-2.052,-1.38,-2.582,-2.815
YGL140C,6.16,5.08,1.04,6.539,5.738,4.707
YGL149W,4.738,3.701,1.081,5.184,3.788,3.079
YGL152C,4.493,5.086,1.292,5.449,5.215,4.937
YGL159W,5.098,3.783,-0.209,4.19,3.735,2.791
YGL165C,5.06,4.872,3.329,6.023,5.723,5.521
YGL176C,4.752,3.048,0.635,5.262,4.246,3.789
YGL177W,2.97,3.236,1.515,2.408,2.379,3.215
YGL182C,-0.371,0.499,-3.429,1.45,0.55,2.29
YGL185C,4.157,4.282,-0.189,4.928,4.599,3.179
YGL188C,4.147,5.783,1.558,3.937,6.295,2.79
YGL188C-A,5.236,2.034,0.073,5.589,3.485,5.388
YGL193C,4.98,5.213,3.316,5.094,5.374,4.781
YGL194C-A,4.095,3.775,1.229,4.302,3.795,3.299
YGL199C,-0.856,-1.354,,0.259,0.306,
YGL204C,4.565,3.676,-0.311,1.08,1.525,1.915
YGL214W,1.591,-0.672,-5.784,1.051,-0.071,-0.768
YGL217C,-0.269,-0.929,,0.535,0.571,
YGL218W,5.308,6.292,1.573,5.411,6.637,4.787
YGL230C,2.809,2.167,-1.92,1.628,2.435,2.009
YGL235W,5.155,4.78,-0.437,5.461,6.473,3.022
YGL239C,3.92,2.211,-0.786,3.947,3.146,3.519
YGL242C,5.928,3.648,-1.989,7.128,5.126,3.566
YGL258W-A,2.443,4.131,-1.489,0.346,0.771,-2.173
YGL260W,1.497,-0.774,,0.376,-0.199,
YGP1,5.044,10.17,1.645,6.498,7.036,5.065
YGR001C,6.99,5.247,0.274,6.175,4.714,3.345
YGR011W,4.557,4.082,0.202,4.594,3.799,3.899
YGR012W,5.253,4.122,0.29,6.049,5.074,4.33
YGR015C,3.669,2.995,-1.763,3.642,3.576,2.454
YGR016W,3.532,2.974,0.117,3.784,3.782,3.263
YGR017W,5.497,4.402,-1.726,5.731,4.625,3.426
YGR018C,6.434,5.321,-0.729,6.583,5.878,4.601
YGR021W,4.562,4.868,-0.994,5.873,6.42,3.322
YGR025W,3.98,3.378,-4.875,3.908,3.838,1.378
YGR026W,6.915,6.576,4.53,7.568,6.962,5.905
YGR027W-A,3.265,4.707,2.608,3.072,3.98,5.144
YGR027W-B,7.138,6.286,3.835,7.539,6.368,5.661
YGR035C,5.912,3.19,-5.174,6.968,4.58,1.257
YGR035W-A,6.493,4.522,-1.359,6.28,4.937,3.154
YGR038C-B,6.993,6.127,3.408,7.402,6.268,5.396
YGR039W,3.922,2.111,-1.477,3.04,2.688,2.819
YGR042W,4.501,4.281,-0.08,4.983,4.563,4.301
YGR045C,0.84,1.204,-2.07,1.879,2.332,1.804
YGR050C,3.463,3.38,-0.684,4.036,4.054,3.187
YGR051C,2.883,1.85,-1.429,2.89,3.22,2.62
YGR053C,2.189,4.233,0.298,4.212,4.587,4.218
YGR054W,7.632,4.429,-0.645,7.523,6.049,5.14
YGR064W,7.04,4.955,0.401,7.385,6.155,5.014
YGR066C,1.804,1.741,-0.764,3.225,2.18,3.848
YGR067C,1.21,7.91,1.384,0.573,8.919,5.127
YGR068W-A,4.529,3.472,0.396,4.55,3.836,4.008
YGR069W,0.028,1.391,,0.57,2.149,
YGR071C,4.613,3.02,-1.194,4.359,3.559,3.271
YGR073C,-0.248,-1.506,,-0.628,-0.366,
YGR079W,5.925,2.198,-0.244,7.44,4.883,6.649
YGR093W,5.739,3.674,-0.03,6.109,4.963,4.013
YGR102C,4.924,5.6,3.909,6.436,5.966,5.486
YGR107W,1.272,0.202,-4.06,0.826,2.546,1.466
YGR109W-A,2.769,1.43,-2.581,2.367,2.804,2.09
YGR109W-B,2.599,2.038,-2.819,3.081,3.148,2.693
YGR111W,5.27,5.41,1.698,5.573,5.233,4.524
YGR114C,0.435,-0.01,-2.056,1.09,0.646,0.137
YGR117C,4.756,3.28,-2.0,5.212,3.626,3.386
YGR121W-A,2.925,0.972,-4.097,3.24,2.416,2.53
YGR122C-A,7.084,5.953,2.235,7.551,6.872,5.982
YGR122W,4.777,3.051,0.183,4.852,4.033,4.518
YGR125W,5.464,4.929,0.602,6.168,5.83,4.769
YGR126W,4.717,3.854,-0.374,4.285,4.097,2.65
YGR127W,4.503,4.955,1.37,4.295,4.657,3.665
YGR130C,5.833,6.692,4.389,6.289,5.962,6.442
YGR137W,6.311,4.885,-0.395,6.674,5.819,4.463
YGR139W,-0.837,-1.327,-5.105,1.36,1.003,0.775
YGR146C-A,2.516,0.448,-3.251,1.939,1.721,1.062
YGR149W,5.487,5.911,1.802,6.618,7.297,5.155
YGR151C,3.65,-0.376,-3.921,3.799,1.248,0.798
YGR153W,3.817,2.577,-2.211,4.901,4.591,2.554
YGR160W,9.319,2.523,0.721,9.009,5.742,6.226
YGR161C-C,3.713,4.367,2.355,,3.108,4.026
YGR161C-D,6.801,5.92,3.045,7.353,6.259,5.494
YGR161W-A,3.121,0.767,,,,
YGR161W-B,6.836,5.189,2.132,6.349,5.014,3.8
YGR161W-C,5.475,5.767,5.024,6.566,6.484,7.166
YGR164W,4.783,1.235,-3.087,4.214,1.974,0.792
YGR168C,4.631,3.377,1.152,4.77,4.256,3.221
YGR169C-A,5.482,3.644,-0.307,6.2,4.249,4.156
YGR174W-A,2.405,5.645,3.164,3.107,5.843,4.643
YGR176W,3.685,-1.641,-4.157,3.086,-0.726,-1.39
YGR182C,6.41,7.162,2.551,6.223,7.625,4.982
YGR190C,4.867,2.708,-2.449,4.158,4.086,1.931
YGR201C,5.356,7.473,6.437,6.847,7.876,6.948
YGR204C-A,4.954,5.332,-1.72,4.286,5.064,5.625
YGR210C,6.743,4.758,-0.014,7.184,6.048,5.618
YGR219W,1.932,0.878,-2.538,0.12,1.893,
YGR226C,1.111,0.72,1.105,2.781,3.234,3.564
YGR228W,0.266,-3.946,,-0.482,-2.031,
YGR235C,6.073,6.612,2.949,6.649,6.999,5.256
YGR237C,4.631,4.507,-0.016,5.211,4.54,4.166
YGR240C-A,4.699,3.246,-0.907,4.811,2.039,0.498
YGR242W,5.263,4.612,0.865,5.704,5.418,4.351
YGR250C,5.996,7.228,1.841,5.943,7.189,5.514
YGR251W,5.647,3.019,-1.426,5.916,4.867,4.07
YGR265W,7.888,3.883,-2.155,7.785,5.269,4.668
YGR266W,5.553,5.144,-1.605,6.28,5.973,4.481
YGR269W,2.899,1.516,-1.032,3.482,2.905,3.097
YGR270C-A,5.474,4.759,2.609,5.949,5.084,5.052
YGR273C,-0.197,-0.808,-5.921,-0.67,-0.619,0.199
YGR283C,6.139,4.189,-0.164,6.433,5.857,4.916
YGR290W,3.768,3.844,1.424,3.658,3.684,3.67
YGR293C,1.697,-0.489,-4.692,0.557,0.018,0.213
YGR296C-A,1.519,0.984,-1.623,2.109,1.338,0.595
YGR296C-B,4.069,3.943,1.261,5.25,4.565,4.256
YHB1,10.908,10.148,-0.259,10.725,10.469,3.943
YHC1,4.743,4.576,1.492,5.173,4.889,4.481
YHC3,4.047,4.666,0.75,4.901,5.287,3.7
YHI9,6.377,6.252,-2.71,7.88,7.423,3.713
YHK8,4.405,2.999,-1.029,3.847,3.814,2.844
YHL002C-A,-0.741,-0.503,-5.795,-0.13,0.241,-0.001
YHL005C,2.505,1.76,-3.808,2.076,3.201,1.445
YHL006W-A,5.013,3.396,-2.606,5.182,4.682,4.279
YHL008C,1.804,1.658,-1.583,2.092,2.399,0.842
YHL009W-B,1.788,1.551,-2.291,1.34,1.637,1.959
YHL012W,3.927,1.187,-2.251,3.332,1.004,1.864
YHL017W,6.176,4.728,0.33,7.106,6.107,4.559
YHL018W,4.581,3.278,-2.655,4.829,4.396,3.792
YHL019W-A,-4.162,-3.926,,,-2.414,
YHL026C,4.108,2.885,-0.207,5.26,4.021,3.746
YHL030W-A,5.456,5.714,1.296,6.439,6.671,4.53
YHL034W-A,1.248,1.344,-4.692,0.779,1.433,0.32
YHL041W,-0.038,-1.635,,,-0.935,0.018
YHL041W,0.195,-4.236,-4.645,,,
YHL042W,3.496,3.093,-1.956,2.762,2.843,2.592
YHL044W,3.308,4.387,-0.005,-0.177,1.135,1.221
YHL045W,0.25,2.496,-2.157,0.086,1.345,1.347
YHL046W-A,5.132,4.663,1.475,3.624,3.548,2.844
YHL048C-A,1.158,-0.507,,,,
YHL049C,4.334,3.325,-0.643,4.294,3.75,2.961
YHL050C,4.546,4.368,1.554,5.237,4.528,4.36
YHL050W-A,0.948,0.986,-2.451,2.7,1.815,1.343
YHM2,8.194,6.528,0.227,8.453,7.989,5.495
YHP1,4.865,3.445,-1.416,5.803,5.211,3.044
YHR003C,5.971,3.849,-0.639,5.978,4.418,4.129
YHR007C-A,2.319,3.255,-2.097,1.862,3.685,1.913
YHR020W,9.189,5.686,1.357,9.242,7.422,5.665
YHR022C,2.992,1.594,-1.573,1.905,1.76,0.515
YHR022C-A,3.361,0.363,,3.909,0.973,
YHR028W-A,4.352,4.467,1.398,5.053,4.175,3.287
YHR032C-A,6.114,4.743,-1.997,6.333,5.26,4.478
YHR032W-A,5.086,3.452,-0.269,5.351,4.528,3.207
YHR033W,4.779,7.756,3.239,6.53,8.489,6.653
YHR035W,3.182,0.992,-3.735,3.635,2.481,1.879
YHR045W,5.657,4.398,-0.897,4.893,4.826,3.789
YHR049C-A,4.073,-0.477,-2.026,3.82,1.848,1.578
YHR050W-A,1.926,1.866,-0.109,1.182,1.733,1.759
YHR054C,4.778,4.649,1.492,2.972,3.413,3.34
YHR056W-A,5.398,4.193,0.061,5.22,4.74,4.204
YHR063W-A,6.877,3.445,-0.628,6.559,4.627,3.136
YHR070C-A,6.337,2.767,-0.833,6.489,5.044,4.406
YHR071C-A,4.204,2.796,-1.995,3.79,3.916,2.571
YHR073C-B,5.191,4.448,,6.134,4.693,
YHR078W,5.849,5.276,1.494,5.834,6.023,4.995
YHR080C,4.217,5.552,2.138,5.51,5.396,4.177
YHR086W-A,0.562,,-3.251,1.939,,1.325
YHR095W,0.794,-0.442,-5.817,-0.151,-2.103,-1.285
YHR097C,5.221,6.367,5.636,5.142,5.007,6.571
YHR112C,5.25,4.79,0.161,5.966,5.595,4.709
YHR122W,6.673,6.085,0.882,7.285,7.205,4.604
YHR125W,-2.959,-1.386,-3.311,,-2.797,-1.143
YHR127W,5.25,2.935,-1.487,6.286,4.869,4.212
YHR130C,1.558,0.193,-1.0,1.57,1.342,1.339
YHR131C,5.051,4.071,1.009,4.845,4.465,4.289
YHR131W-A,4.899,3.792,-0.415,5.037,4.035,3.446
YHR137C-A,6.316,7.799,1.367,7.057,8.263,6.391
YHR138C,5.982,7.784,7.601,8.008,7.808,8.55
YHR139C-A,1.047,4.001,1.273,2.888,2.624,4.934
YHR140W,1.995,5.789,0.518,0.21,1.985,2.426
YHR145C,-0.673,-0.691,-2.885,,-1.511,
YHR162W,9.556,7.244,-0.855,9.363,8.818,6.487
YHR165W-A,4.682,2.76,-1.766,5.022,3.335,2.962
YHR173C,3.852,2.297,-2.298,4.307,4.351,2.775
YHR175W-A,5.467,4.949,1.932,5.742,5.728,4.551
YHR177W,2.801,2.179,-2.671,2.218,2.526,2.131
YHR180C-B,2.327,1.147,,2.089,1.855,
YHR180W,3.248,3.854,0.002,0.859,2.749,3.033
YHR180W-A,3.168,0.306,,2.789,0.375,
YHR182W,3.69,2.462,-0.888,4.082,3.175,3.007
YHR192W,5.3,4.544,-1.578,5.444,5.135,4.257
YHR202W,3.574,5.302,2.145,5.424,5.586,4.955
YHR210C,3.516,-0.011,-1.575,3.604,1.59,1.773
YHR212C,2.18,2.235,-0.917,2.029,1.974,-0.101
YHR212W-A,1.635,1.963,-3.947,-0.315,1.68,-0.86
YHR213W,1.039,1.255,-3.144,0.846,1.162,-0.224
YHR213W-A,3.002,2.681,-0.209,2.805,2.859,2.412
YHR213W-B,1.988,2.441,0.19,2.606,2.767,2.011
YHR214C-B,7.247,6.239,3.26,7.454,6.271,5.441
YHR214C-C,3.785,4.102,1.911,,3.469,4.272
YHR214C-D,0.292,0.281,-2.812,,,-1.65
YHR214C-E,2.231,0.14,-3.269,-0.201,-1.757,
YHR214W,3.323,2.887,-0.486,3.037,2.939,1.941
YHR214W-A,3.463,3.035,-0.739,3.239,3.072,2.595
YHR217C,0.026,-2.167,-5.692,-1.028,-2.567,-1.902
YHR218W,4.507,4.005,0.745,4.87,4.212,3.678
YHR218W-A,4.495,4.272,1.725,5.468,4.417,4.191
YHR219C-A,-0.284,-0.109,-4.773,-0.108,0.056,-0.242
YHR219W,4.55,4.234,1.573,5.306,4.514,4.395
YIA6,4.381,4.548,-0.517,4.712,5.294,3.887
YIF1,6.6,5.352,0.195,6.742,6.364,4.923
YIG1,2.336,6.749,4.412,2.692,7.35,7.019
YIH1,6.651,4.669,-0.376,6.862,5.934,4.218
YIL001W,4.239,3.121,-2.763,3.988,3.038,3.282
YIL002W-A,7.213,5.916,2.085,6.868,5.888,4.758
YIL012W,1.25,0.071,-4.122,1.12,-1.429,-0.942
YIL014C-A,3.333,5.002,-1.371,-0.301,2.053,1.97
YIL020C-A,6.061,4.401,-0.017,6.41,5.096,4.313
YIL021C-A,6.519,4.992,0.231,6.941,5.649,4.652
YIL024C,4.431,4.806,1.953,6.489,6.168,5.651
YIL028W,3.659,2.598,-0.514,3.194,3.221,2.233
YIL029C,4.107,4.207,-0.347,4.335,4.065,3.036
YIL029W-A,6.573,5.015,1.69,6.644,5.628,5.417
YIL030W-A,4.115,3.505,2.35,4.932,4.871,4.974
YIL032C,0.912,0.157,-2.4,2.844,2.858,0.437
YIL046W-A,0.829,1.39,-2.313,2.617,1.667,2.148
YIL047C-A,5.31,3.405,2.013,5.375,5.083,4.105
YIL054W,0.823,-2.201,-2.168,2.587,0.934,2.554
YIL055C,2.288,4.205,2.924,4.354,4.145,4.469
YIL058W,3.612,3.923,-0.838,3.228,3.497,3.521
YIL059C,4.15,5.542,0.388,3.689,4.652,3.618
YIL060W,3.617,3.641,-0.091,2.835,3.08,2.173
YIL066W-A,4.98,3.269,-0.813,5.173,4.162,3.537
YIL067C,4.884,3.426,-0.555,5.271,4.391,3.57
YIL068W-A,-0.225,-1.829,-5.348,0.634,-0.062,-0.835
YIL071W-A,2.555,2.324,0.031,3.406,2.992,2.545
YIL077C,4.984,6.013,3.054,5.294,5.596,5.039
YIL080W,1.922,1.24,-2.401,2.395,2.638,2.441
YIL082W,4.572,3.512,-0.924,4.762,4.683,3.974
YIL082W-A,2.521,2.037,-2.815,2.621,2.934,2.119
YIL086C,2.044,4.699,-0.009,3.262,3.912,4.218
YIL089W,3.708,3.852,-0.81,3.635,3.94,3.106
YIL092W,3.84,2.647,-0.297,4.073,3.974,3.294
YIL096C,5.457,1.805,-3.011,5.015,4.34,3.441
YIL100C-A,-4.159,-2.912,-5.105,,-2.997,-2.925
YIL100W,1.15,1.326,-1.731,2.468,2.09,3.9
YIL102C,2.783,2.8,-1.726,3.08,3.413,3.0
YIL102C-A,4.888,3.99,-0.648,4.993,4.531,4.499
YIL105W-A,5.283,5.228,2.588,5.226,4.686,5.309
YIL108W,6.485,6.089,-0.365,6.569,6.535,4.994
YIL115W-A,1.446,1.118,-1.587,1.372,1.734,-0.777
YIL134C-A,1.578,0.015,-3.947,0.685,0.095,-1.86
YIL141W,4.282,3.086,,4.362,4.954,
YIL142C-A,5.383,3.524,-1.069,5.246,4.247,3.89
YIL151C,5.142,4.188,1.105,5.181,4.716,3.687
YIL152W,4.276,4.561,2.108,4.656,4.382,4.353
YIL156W-A,5.79,6.353,1.754,5.994,6.649,4.642
YIL156W-B,7.36,7.731,4.213,7.627,7.91,6.732
YIL161W,4.739,3.699,1.06,4.169,3.759,3.179
YIL163C,3.7,3.048,-1.606,2.927,3.07,1.8
YIL165C,4.226,5.059,-0.764,4.81,4.789,3.662
YIL166C,2.927,5.513,-1.525,4.586,6.224,4.35
YIL168W,3.137,2.871,-2.541,1.634,2.16,3.398
YIL169C,6.548,6.336,4.686,5.851,5.751,4.854
YIL171W,2.447,1.141,-1.144,1.191,0.377,2.518
YIL171W-A,1.496,3.557,-1.75,0.007,2.638,2.355
YIL174W,0.254,-1.065,,-0.592,-2.169,
YIL175W,2.533,0.156,-2.653,-0.32,0.127,-1.803
YIL177C,4.572,4.14,1.2,5.337,4.539,4.086
YIL177W-A,4.431,4.392,1.835,5.593,4.515,4.17
YIM1,5.991,6.324,4.217,5.791,5.688,6.076
YIM2,2.85,2.796,-1.01,2.823,3.172,1.607
YIP1,6.317,4.852,0.746,6.337,5.946,3.956
YIP3,6.6,4.403,-0.386,6.686,6.276,5.168
YIP4,7.127,6.972,1.797,7.826,7.734,5.565
YIP5,6.768,6.615,-0.653,7.653,7.27,5.964
YIR007W,3.415,3.528,-2.441,3.794,4.187,2.858
YIR014W,2.933,3.801,1.457,4.212,4.001,3.475
YIR016W,4.815,6.04,3.232,4.99,5.552,5.274
YIR017W-A,2.383,4.996,-0.693,4.284,4.447,2.527
YIR018C-A,3.035,3.055,-1.061,2.499,3.043,2.814
YIR020C,2.996,3.187,-2.537,2.646,3.42,3.484
YIR020C-B,-0.608,-2.697,-5.494,-0.824,0.348,-0.681
YIR020W-A,3.725,3.874,-1.579,4.387,4.742,3.894
YIR021W-A,0.636,-0.316,,1.16,-0.425,
YIR023C-A,5.113,3.952,-1.554,5.102,4.23,3.819
YIR024C,4.144,4.337,-0.337,4.273,4.575,4.036
YIR030W-A,2.032,0.656,-2.541,0.897,0.575,0.843
YIR035C,6.796,5.234,0.659,6.699,6.004,4.153
YIR036W-A,4.743,6.722,0.149,6.796,6.47,4.771
YIR040C,3.277,1.012,-2.484,1.395,1.792,0.809
YIR042C,4.573,3.999,0.248,1.138,1.194,-1.212
YIR043C,2.862,1.543,-3.589,0.733,0.329,-1.585
YIR044C,2.341,1.453,,-0.065,,
YJL007C,3.213,1.091,-0.634,2.284,2.846,4.51
YJL009W,5.223,3.078,-0.573,5.209,3.43,2.787
YJL015C,5.098,4.125,1.996,5.861,5.068,4.864
YJL016W,5.472,4.632,2.316,6.281,5.231,5.147
YJL020W-A,4.609,5.463,0.429,5.737,5.887,4.487
YJL022W,3.335,4.238,1.592,3.867,3.413,3.852
YJL026C-A,9.019,8.218,4.321,9.219,7.86,7.401
YJL027C,1.312,0.603,-0.981,1.617,-0.576,1.552
YJL028W,-0.683,0.275,-3.087,-1.43,-1.395,-2.909
YJL032W,-4.016,-3.767,,,,
YJL043W,1.367,2.026,-0.879,1.899,2.921,2.026
YJL045W,1.103,7.971,4.782,1.682,5.111,4.669
YJL047C-A,5.112,2.815,-1.552,5.39,2.633,2.762
YJL049W,3.767,3.067,-0.781,4.045,3.303,2.375
YJL052C-A,0.598,-0.039,,,0.736,
YJL055W,6.465,6.352,3.149,7.379,6.96,5.335
YJL064W,5.519,4.863,-0.407,5.941,5.442,4.1
YJL067W,-1.641,-2.395,-5.174,,-0.742,-1.406
YJL068C,5.621,7.023,3.689,7.167,7.409,5.126
YJL070C,3.696,3.846,0.159,4.613,4.175,3.129
YJL077W-A,3.99,4.017,0.164,,4.465,3.506
YJL077W-B,4.234,3.438,0.759,4.387,5.571,4.862
YJL086C,1.61,-0.906,-5.272,1.847,0.649,0.376
YJL107C,5.646,1.427,-2.533,5.657,3.239,2.644
YJL113W,1.835,1.572,-2.257,1.931,1.961,2.118
YJL114W,1.086,1.271,-1.907,0.11,0.861,0.502
YJL118W,4.743,2.833,-1.992,5.831,5.362,4.162
YJL119C,-0.072,-2.238,-4.014,0.227,-0.588,-1.839
YJL120W,3.888,2.327,-2.692,4.573,4.23,3.248
YJL127C-B,6.915,7.376,2.595,6.97,7.266,5.348
YJL127W-A,5.699,3.976,1.136,6.045,5.477,4.576
YJL132W,3.731,5.075,1.609,4.639,5.378,3.711
YJL133C-A,5.885,5.392,4.473,6.26,7.383,8.159
YJL135W,0.72,-2.201,-0.653,0.68,0.127,2.241
YJL144W,4.359,7.186,4.738,5.284,5.398,5.8
YJL147C,4.057,3.388,-1.306,4.045,3.789,2.999
YJL150W,0.705,0.56,-2.875,0.797,1.393,2.539
YJL152W,5.621,6.522,3.551,6.33,6.484,5.772
YJL156W-A,4.845,4.208,1.004,4.865,4.634,3.559
YJL160C,2.816,2.839,-2.951,1.613,1.318,1.562
YJL163C,3.214,6.339,5.223,5.918,6.228,5.517
YJL169W,2.702,1.448,-2.464,2.195,1.796,1.308
YJL171C,8.468,5.723,0.285,8.777,7.578,5.909
YJL175W,4.966,4.277,-0.388,6.005,4.975,5.001
YJL181W,4.126,2.705,-2.413,4.684,4.203,3.253
YJL182C,0.287,-0.464,-3.975,-0.32,1.651,0.519
YJL185C,3.522,5.737,4.237,4.804,6.258,5.562
YJL193W,4.649,2.119,-2.007,4.916,3.063,3.062
YJL195C,-0.082,-3.206,,0.252,-0.107,
YJL197C-A,4.578,2.801,0.322,4.71,3.176,2.604
YJL202C,4.383,2.991,0.201,5.04,3.694,3.047
YJL206C,4.008,3.928,-0.048,4.107,4.114,3.305
YJL211C,3.313,3.261,1.684,4.329,3.789,3.649
YJL213W,3.882,1.844,-1.857,2.895,2.501,1.108
YJL215C,2.68,1.101,-3.639,1.02,0.473,0.547
YJL218W,2.829,1.292,,2.751,2.295,
YJL220W,1.591,3.459,-1.335,0.329,2.276,2.454
YJL222W-A,-0.523,-1.065,,-0.592,-2.169,
YJL222W-B,3.507,1.219,,2.499,-0.765,
YJL225C,4.688,4.258,1.433,5.417,4.63,4.167
YJL225W-A,3.106,2.907,0.293,4.082,3.056,2.606
YJR003C,5.543,2.75,-1.278,5.43,3.6,3.737
YJR005C-A,0.015,-2.539,-0.199,4.251,2.176,4.604
YJR008W,5.088,8.238,6.569,5.933,8.326,7.093
YJR011C,3.982,3.661,0.327,3.493,4.015,3.077
YJR012C,4.198,3.959,0.335,3.858,4.005,3.617
YJR015W,7.209,5.654,0.568,7.675,6.893,4.641
YJR018W,6.599,6.274,1.268,7.376,6.204,5.034
YJR020W,4.464,6.561,0.288,5.588,6.832,4.701
YJR023C,4.44,3.364,-1.628,4.669,4.05,3.528
YJR027W,7.091,6.233,3.687,7.437,6.282,5.509
YJR028W,3.199,4.571,2.451,3.546,4.026,5.189
YJR029W,7.133,6.278,3.808,7.423,6.279,5.553
YJR030C,4.639,3.133,-1.592,5.311,5.225,3.756
YJR037W,2.387,3.162,-2.179,3.897,4.516,3.663
YJR038C,1.641,4.08,0.252,2.419,3.731,3.156
YJR039W,3.582,4.216,1.13,3.982,4.243,3.623
YJR054W,5.478,2.369,-2.667,5.779,3.684,3.334
YJR056C,5.337,4.86,0.68,5.58,4.971,4.794
YJR061W,3.554,3.921,1.365,4.237,4.55,3.996
YJR071W,7.774,3.359,-2.464,7.633,5.159,4.691
YJR079W,-1.522,-1.537,-1.35,,0.055,-1.874
YJR084W,4.971,3.948,-2.98,5.172,4.582,3.664
YJR085C,7.254,8.38,4.041,7.822,8.614,6.897
YJR087W,3.078,1.512,-1.715,2.654,2.222,0.594
YJR096W,5.674,8.249,4.61,6.199,6.97,5.728
YJR098C,3.656,2.895,-1.358,4.345,3.755,2.175
YJR107W,4.728,4.864,1.982,5.196,5.392,4.273
YJR111C,5.443,4.574,-3.276,6.057,5.47,3.74
